SBSCR_NBR,SOURCE_PATIENT_ID,EMPI,MBR_LST_NM,MBR_MIDL_INIT,MBR_FST_NM,MBR_GDR_CD,BTH_DT,CONTR_CURR_PLN_NM,CONTR_NBR,CONTR_PBP,CONTR_NBR_PBP,CURR_MBI,DTH_DT,RECORD_START_DT,RECORD_END_DT,MBR_ADR_LOC_ADR1,MBR_ADR_LOC_ADR2,MBR_ADR_LOC_CTY,MBR_ADR_LOC_ST_CD,MBR_ADR_LOC_ZIP_CD,SBSCR_CNTY_NM,MBR_DO_NOT_CNTC_FLG,ASSIGNED_PROVIDER_NPI,ASSIGNED_TIN
201993223,21524-6BY3WY0DB30T,1019951506,EALY JR,K,ANDREA,male,1995-11-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FW9FC5VC56,,01/01/2024,03/31/2024,1392 SUNSET BLVD,,PARSONSSTAD,NY,14272,,N,5505308181,406304617
201993223,21524-6BY3WY0DB30T,1019951506,EALY JR,T,SARA,male,1995-02-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FW9FC5VC56,,01/01/2025,02/28/2025,6598 OAK LN,,WEST CHADSIDE,NY,14262,,N,8112175239,406304617
201993223,21524-6BY3WY0DB30T,1019951506,EALY JR,K,SAMUEL,male,1995-04-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FW9FC5VC56,,01/01/2026,12/31/2099,7499 RIDGE RD,,SOUTH JESSE,NY,14247,,N,8112175239,406304617
201993223,21524-6BY3WY0DB30T,1019951506,EALY JR,P,HELEN,male,1995-07-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FW9FC5VC56,,03/01/2025,12/31/2025,8962 MAPLE LN,,BRIANVILLE,NY,14236,,N,8112175239,406304617
201993223,21524-6BY3WY0DB30T,1019951506,EALY JR,L,DAVID,male,1995-11-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6FW9FC5VC56,,04/01/2024,12/31/2024,7492 SUNSET PL,,FRANKFORT,NY,14243,,N,8112175239,406304617
498478194,79432-5UJ4MN9FU22T,1019953414,GOODRUM,N,TERESA,female,1963-03-09,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7YX5HR2AP50,,01/01/2023,05/31/2023,1959 MAIN ST,,NORTH CHRISTINA,NY,14232,,N,9931236778,406304617
498478194,79432-5UJ4MN9FU22T,1019953414,GOODRUM,K,CHELSEA,female,1963-01-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7YX5HR2AP50,,01/01/2024,12/31/2024,1268 MADISON LN,,EAST HEATHER,NY,14248,,N,8112175239,406304617
498478194,79432-5UJ4MN9FU22T,1019953414,GOODRUM,W,JOHN,female,1963-12-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7YX5HR2AP50,,01/01/2025,02/28/2025,5026 RIVER CT,,TAYLORVIEW,NY,14214,,N,8112175239,406304617
498478194,79432-5UJ4MN9FU22T,1019953414,GOODRUM,E,ERIC,female,1963-08-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7YX5HR2AP50,,03/01/2025,05/31/2025,5895 MAPLE BLVD,,NEW DOUGLAS,NY,14236,,N,8112175239,406304617
498478194,79432-5UJ4MN9FU22T,1019953414,GOODRUM,G,ANDREA,female,1963-02-01,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7YX5HR2AP50,,06/01/2023,12/31/2023,4279 PARK CT,,JONATHANBERG,NY,14227,,N,8112175239,406304617
888283061,70207-4MZ8M27ZQ26T,1020339060,OYERVIDES,P,ANDREA,female,1943-01-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6QP2H93CK90,,01/01/2024,12/31/2024,3852 LAKE TER,,SOUTH DAVIDBERG,NY,13245,,N,6130549963,371001847
888283061,70207-4MZ8M27ZQ26T,1020339060,OYERVIDES,N,CHRISTOPHER,female,1943-07-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6QP2H93CK90,,01/01/2025,12/31/2025,8864 HIGHLAND PL,,NORTH ERIC,NY,13208,,N,6130549963,371001847
888283061,70207-4MZ8M27ZQ26T,1020339060,OYERVIDES,F,VICTORIA,female,1943-09-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6QP2H93CK90,,01/01/2026,12/31/2099,622 LEXINGTON ST,,JASONTOWN,NY,13264,,N,6130549963,371001847
888283061,70207-4MZ8M27ZQ26T,1020339060,OYERVIDES,K,ROBIN,female,1943-01-22,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6QP2H93CK90,,06/01/2023,12/31/2023,2404 FLATBUSH ST,,PORT VALERIEBERG,NY,13259,,N,6130549963,371001847
628888356,23495-5YQ9W65OB06T,1024802492,MOL,,STEVEN,female,1959-05-26,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5CQ0F56KC12,,01/01/2023,04/30/2023,3650 PINE PL,,PORT DYLAN,NY,14002,,N,8588736648,891113202
628888356,23495-5YQ9W65OB06T,1024802492,MOL,,DAVID,female,1959-02-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5CQ0F56KC12,,01/01/2024,08/31/2024,8097 PELHAM ST,,JOSEPHVIEW,NY,14086,,N,8588736648,891113202
628888356,23495-5YQ9W65OB06T,1024802492,MOL,,MARILYN,female,1959-03-18,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,5CQ0F56KC12,,01/01/2025,04/30/2025,7239 CHURCH TER,,BRIANMOUTH,NY,14023,,N,8588736648,891113202
628888356,23495-5YQ9W65OB06T,1024802492,MOL,,TYRONE,female,1959-03-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5CQ0F56KC12,,01/01/2026,12/31/2099,6298 LEXINGTON AVE,,EAST EILEENMOUTH,NY,14065,,N,8588736648,891113202
628888356,23495-5YQ9W65OB06T,1024802492,MOL,,JENNIFER,female,1959-08-14,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5CQ0F56KC12,,05/01/2023,05/31/2023,7843 CHURCH DR,,CYNTHIASIDE,NY,14003,,N,8588736648,891113202
628888356,23495-5YQ9W65OB06T,1024802492,MOL,,WILLIAM,female,1959-03-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5CQ0F56KC12,,05/01/2025,12/31/2025,2457 AMSTERDAM BLVD,,BROWNMOUTH,NY,14037,,N,8588736648,891113202
628888356,23495-5YQ9W65OB06T,1024802492,MOL,,JOSHUA,female,1959-09-24,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5CQ0F56KC12,,06/01/2023,12/31/2023,6113 AMSTERDAM ST,,LAURAHAVEN,NY,14008,,N,8588736648,891113202
301343433,48440-1PV9QN5OP15T,1020338969,PERALES,,MARY,male,1950-02-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2TK5KR9KU52,,01/01/2024,12/31/2024,9801 LEXINGTON AVE,,NORTH MICHAELBURGH,NY,13249,,N,6130549963,371001847
301343433,48440-1PV9QN5OP15T,1020338969,PERALES,,TINA,male,1950-06-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2TK5KR9KU52,,01/01/2025,12/31/2025,6035 MADISON LN,,KATHYSHIRE,NY,13262,,N,6130549963,371001847
301343433,48440-1PV9QN5OP15T,1020338969,PERALES,,JOHN,male,1950-11-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2TK5KR9KU52,,01/01/2026,12/31/2099,7412 LINCOLN BLVD,,KIRKBURY,NY,13232,,N,6130549963,371001847
301343433,48440-1PV9QN5OP15T,1020338969,PERALES,,ANDREA,male,1950-03-08,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2TK5KR9KU52,,06/01/2023,12/31/2023,2913 CEDAR BLVD,,NEW JACQUELINEHAVEN,NY,13283,,N,6130549963,371001847
665442166,61296-1TL2C97TE44T,1019951110,ST JOHN,N,PATRICK,male,1950-03-18,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8XD2R86MX99,,01/01/2023,12/31/2023,3973 LEXINGTON BLVD,,PORT JAMES,NY,14297,,N,4812033563,752230587
665442166,61296-1TL2C97TE44T,1019951110,ST JOHN,W,SANDRA,male,1950-03-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8XD2R86MX99,,01/01/2024,03/31/2024,6584 BOSTON ST,,NORTH MICHAEL,NY,14244,,N,4812033563,752230587
736547748,75111-9FL3WW7FO53T,1019952889,PULLIAM,,WILLIAM,male,1973-03-18,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2JD0FA2AE34,,01/01/2023,09/30/2023,1477 BROOK LN,,NEW MONICA,NY,14253,,N,5505308181,406304617
736547748,75111-9FL3WW7FO53T,1019952889,PULLIAM,,NATASHA,male,1973-03-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2JD0FA2AE34,,01/01/2024,12/31/2024,4689 CEDAR WAY,,PORT KRISTEN,NY,14206,,N,8112175239,406304617
736547748,75111-9FL3WW7FO53T,1019952889,PULLIAM,,MICHELLE,male,1973-01-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2JD0FA2AE34,,01/01/2025,02/28/2025,8698 CHURCH DR,,EAST KIMBERLY,NY,14260,,N,8112175239,406304617
736547748,75111-9FL3WW7FO53T,1019952889,PULLIAM,,JOSHUA,male,1973-05-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2JD0FA2AE34,,01/01/2026,12/31/2099,2738 OAK TER,,NEW ROBERTVILLE,NY,14216,,N,8112175239,406304617
736547748,75111-9FL3WW7FO53T,1019952889,PULLIAM,,KRISTY,male,1973-06-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2JD0FA2AE34,,03/01/2025,12/31/2025,9413 JEROME AVE,,JACKSONPORT,NY,14265,,N,8112175239,406304617
736547748,75111-9FL3WW7FO53T,1019952889,PULLIAM,,ROBERT,male,1973-03-17,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2JD0FA2AE34,,10/01/2023,12/31/2023,2229 HIGHLAND BLVD,,VIRGINIATON,NY,14208,,N,8112175239,406304617
128483584,75713-0CY5FD9RL00T,1019953746,AKILI,A,SARAH,female,1954-04-12,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5GW5VH4WQ58,,01/01/2023,12/31/2023,3413 RIVER PL,,SOUTH ADRIENNEBERG,NY,14212,,N,8237393774,511009662
128483584,75713-0CY5FD9RL00T,1019953746,AKILI,K,WILLIAM,female,1954-10-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5GW5VH4WQ58,,01/01/2024,12/31/2024,3087 BROADWAY TER,,NORTH JEFFREYSIDE,NY,14207,,N,8237393774,511009662
128483584,75713-0CY5FD9RL00T,1019953746,AKILI,K,LORI,female,1954-10-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5GW5VH4WQ58,,01/01/2025,11/30/2025,617 MADISON WAY,,TOMTON,NY,14283,,N,8237393774,511009662
128483584,75713-0CY5FD9RL00T,1019953746,AKILI,G,JUSTIN,female,1954-01-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5GW5VH4WQ58,,01/01/2026,12/31/2099,1289 LEXINGTON PL,,BRIANBURGH,NY,14219,,N,8237393774,511009662
128483584,75713-0CY5FD9RL00T,1019953746,AKILI,P,KENNETH,female,1954-05-03,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5GW5VH4WQ58,,12/01/2025,12/31/2025,4436 FULTON LN,,GREENBOROUGH,NY,14222,,N,8237393774,511009662
223692101,74499-7NM2VB4LX64T,1020683599,TESSITORE,L,BRENDA,female,1962-01-24,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5RA3MF1NG13,,01/01/2024,12/31/2024,6644 LEXINGTON CT,,LAKE MELISSATON,NY,13287,,N,6130549963,371001847
223692101,74499-7NM2VB4LX64T,1020683599,TESSITORE,R,YOLANDA,female,1962-09-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5RA3MF1NG13,,01/01/2025,12/31/2025,2354 BROOK PL,,NEW ELIZABETH,NY,13273,,N,6130549963,371001847
223692101,74499-7NM2VB4LX64T,1020683599,TESSITORE,R,TRACY,female,1962-08-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,5RA3MF1NG13,,01/01/2026,12/31/2099,5738 LAKE DR,,NICOLEBURY,NY,13246,,N,6130549963,371001847
223692101,74499-7NM2VB4LX64T,1020683599,TESSITORE,R,EDGAR,female,1962-02-08,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,5RA3MF1NG13,,08/01/2023,12/31/2023,380 CEDAR DR,,CURTISLAND,NY,13264,,N,6130549963,371001847
564333668,19354-9R23LR1UF37T,1024801556,DAVIS,G,AMANDA,female,1967-06-26,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7V78QV5FV32,,01/01/2023,12/31/2023,9697 JEROME RD,,STEPHANIEMOUTH,NY,14238,,N,2529610084,684633220
564333668,19354-9R23LR1UF37T,1024801556,DAVIS,T,MICHAEL,female,1967-02-23,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7V78QV5FV32,,01/01/2024,12/31/2024,9136 RIVER CT,,SOUTH STACY,NY,14247,,N,2529610084,684633220
564333668,19354-9R23LR1UF37T,1024801556,DAVIS,S,ANDREA,female,1967-02-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7V78QV5FV32,,01/01/2025,12/31/2025,7241 MAPLE RD,,NEW JENNIFER,NY,14298,,N,2529610084,684633220
564333668,19354-9R23LR1UF37T,1024801556,DAVIS,F,AMY,female,1967-06-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7V78QV5FV32,,01/01/2026,12/31/2099,6455 LAKE DR,,SHANNONBERG,NY,14274,,N,2529610084,684633220
657802003,46318-3JS9FP8KM89T,1019952061,FULLENWEIDER,C,STANLEY,female,1975-01-27,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7NN2VT7HH25,,01/01/2023,12/31/2023,3374 BROADWAY TER,UNIT 16A,SMITHBOROUGH,NY,14202,,N,6509369827,384802848
657802003,46318-3JS9FP8KM89T,1019952061,FULLENWEIDER,K,MARC,female,1975-06-07,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,7NN2VT7HH25,,01/01/2024,07/31/2024,796 VALLEY BLVD,UNIT 19A,EAST LISA,NY,14253,,N,6509369827,384802848
976223005,77360-1BM2ZR7EZ11T,1024801668,HILSON,,JACOB,male,1961-06-25,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2FA2TV6DT92,,01/01/2023,05/31/2023,2001 LINCOLN CT,UNIT 11E,SOUTH JAMESSHIRE,NY,14342,,N,2720373993,684633220
430339628,54470-5AX9XU0QR19T,1019952226,BONNIE,T,HEIDI,female,1948-08-05,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9EJ8GY3JY45,,01/01/2023,12/31/2023,651 ELM PL,STE 9E,PORT PATRICKTOWN,NY,13206,,N,6130549963,371001847
430339628,54470-5AX9XU0QR19T,1019952226,BONNIE,L,ASHLEY,female,1948-03-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9EJ8GY3JY45,,01/01/2024,12/31/2024,3480 JEROME BLVD,UNIT 14E,EAST KARA,NY,13275,,N,6130549963,371001847
430339628,54470-5AX9XU0QR19T,1019952226,BONNIE,C,JESUS,female,1948-11-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9EJ8GY3JY45,,01/01/2025,12/31/2025,7960 HIGHLAND ST,APT 19D,TATETON,NY,13200,,N,6130549963,371001847
430339628,54470-5AX9XU0QR19T,1019952226,BONNIE,H,KIMBERLY,female,1948-10-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9EJ8GY3JY45,,01/01/2026,12/31/2099,3173 ELM WAY,APT 16D,NORTH LUKEMOUTH,NY,13237,,N,6130549963,371001847
162403135,33499-4D12QP8KR20T,1019954039,PEREZ,,BRADLEY,male,1947-01-26,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4H14KT6HY09,,01/01/2023,12/31/2023,9672 RIVER CT,,PORT DALE,NY,13247,,N,6130549963,371001847
162403135,33499-4D12QP8KR20T,1019954039,PEREZ,,JULIE,male,1947-07-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4H14KT6HY09,,01/01/2024,03/31/2024,4393 LINCOLN RD,,EAST STACY,NY,13261,,N,6130549963,371001847
162403135,33499-4D12QP8KR20T,1019954039,PEREZ,,JANET,male,1947-02-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4H14KT6HY09,,01/01/2026,12/31/2099,1408 MILL PL,,HOWARDBURGH,NY,13264,,N,6130549963,371001847
162403135,33499-4D12QP8KR20T,1019954039,PEREZ,,LISA,male,1947-12-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4H14KT6HY09,,02/01/2025,12/31/2025,1808 FULTON LN,,PORT DANIELSHIRE,NY,13253,,N,6130549963,371001847
162403135,33499-4D12QP8KR20T,1019954039,PEREZ,,PAUL,male,1947-06-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4H14KT6HY09,,07/01/2024,08/31/2024,7320 BROADWAY WAY,,EDWARDSVIEW,NY,13275,,N,6130549963,371001847
465284654,11538-0WQ6MY7MM28T,1019953562,GOODMAN,K,ELIZABETH,female,1963-09-02,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4AQ6HC7EH47,,01/01/2023,04/30/2023,6082 MAPLE LN,,MILLERBURY,NY,14220,,N,5505308181,406304617
465284654,11538-0WQ6MY7MM28T,1019953562,GOODMAN,H,LORI,female,1963-10-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4AQ6HC7EH47,,01/01/2024,12/31/2024,997 CEDAR AVE,,CHRISTOPHERVILLE,NY,14298,,N,7679809586,406304617
465284654,11538-0WQ6MY7MM28T,1019953562,GOODMAN,G,TINA,female,1963-08-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4AQ6HC7EH47,,01/01/2025,12/31/2025,8383 FOREST RD,,NEW COREY,NY,14210,,N,7679809586,406304617
465284654,11538-0WQ6MY7MM28T,1019953562,GOODMAN,E,TYLER,female,1963-04-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4AQ6HC7EH47,,01/01/2026,12/31/2099,5582 VALLEY PL,,BLAKEFURT,NY,14264,,N,7679809586,406304617
170099166,52772-6QL9WP0OO83T,1023187281,OSELMO,A,BENJAMIN,male,1947-03-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1UD3FT6KE04,,01/01/2025,06/30/2025,2275 MAPLE TER,,SOUTH HENRYBOROUGH,NY,13229,,N,2587981835,371001847
170099166,52772-6QL9WP0OO83T,1023187281,OSELMO,B,WAYNE,male,1947-01-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1UD3FT6KE04,,05/01/2024,12/31/2024,4962 ELM LN,,HOGANLAND,NY,13217,,N,2587981835,371001847
170099166,52772-6QL9WP0OO83T,1023187281,OSELMO,H,BRITTANY,male,1947-02-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1UD3FT6KE04,,07/01/2025,09/30/2025,1384 LAKE WAY,,LAKE APRIL,NY,13226,,N,2587981835,371001847
170099166,52772-6QL9WP0OO83T,1023187281,OSELMO,S,MOLLY,male,1947-05-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1UD3FT6KE04,,10/01/2025,12/31/2025,4032 CHURCH WAY,,WILLIEHAVEN,NY,13233,,N,2587981835,371001847
106740967,98810-1DE7UM1RM13T,1022251471,CHAMBERS,C,MORGAN,female,1958-10-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HT4PQ9WH09,,01/01/2025,02/28/2025,1449 MILL TER,,PORTERFORT,NY,14659,,N,7519739778,667564993
106740967,98810-1DE7UM1RM13T,1022251471,CHAMBERS,R,SCOTT,female,1958-12-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HT4PQ9WH09,,02/01/2024,10/31/2024,445 MILL LN,,JONESTOWN,NY,14605,,N,8371019836,667564993
106740967,98810-1DE7UM1RM13T,1022251471,CHAMBERS,P,ALICIA,female,1958-04-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8HT4PQ9WH09,,11/01/2024,12/31/2024,4934 TREMONT ST,,LAKE BRENDABOROUGH,NY,14604,,N,7519739778,667564993
273899799,41030-1MS0CA5KQ66T,1019952332,ORTIZ,G,STEPHEN,male,1950-02-20,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7QN4RE1HK87,,01/01/2023,02/28/2023,3654 BOSTON ST,,NORTH STACEY,NY,13212,,N,2587981835,371001847
761849673,20858-9FG2MD6CG96T,1019953249,RIDGEWAY,N,JENNIFER,female,1969-06-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6JC6HH1XD82,,01/01/2026,12/31/2099,3191 CEDAR LN,,BURTONBURGH,NY,13249,,N,1523870973,371001847
761849673,20858-9FG2MD6CG96T,1019953249,RIDGEWAY,S,ROBERT,female,1969-03-26,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6JC6HH1XD82,,02/01/2025,12/31/2025,3637 PARK LN,,MELISSABOROUGH,NY,13239,,N,1523870973,371001847
294241860,20795-7NH0HA5KE04T,1024063868,GLOVER,,DIANA,female,1940-09-25,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9RR9AE6HX59,,01/01/2023,12/31/2023,5407 RIDGE TER,,SOUTH CASSANDRACHESTER,NY,14234,,N,2707650182,860767128
294241860,20795-7NH0HA5KE04T,1024063868,GLOVER,,ERIC,female,1940-02-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9RR9AE6HX59,,01/01/2024,05/31/2024,5909 WASHINGTON TER,,NEW MARC,NY,14219,,N,2707650182,860767128
294241860,20795-7NH0HA5KE04T,1024063868,GLOVER,,TERRANCE,female,1940-05-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9RR9AE6HX59,,01/01/2025,01/31/2025,7358 PINE ST,,SOUTH VIRGINIALAND,NY,14242,,N,2707650182,860767128
294241860,20795-7NH0HA5KE04T,1024063868,GLOVER,,TANYA,female,1940-08-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9RR9AE6HX59,,06/01/2024,12/31/2024,5317 JEROME WAY,,AMYBERG,NY,14278,,N,2707650182,860767128
548609093,54942-8AY0U46UL21T,1024738571,BENEKHIS,,MATTHEW,female,1947-07-26,UHC Dual Complete NY-Q001 (HMO-POS D-SNP),H6288,015,H9336-490,8EW1P68FQ90,2025-06-28 00:00:00.000,01/01/2025,01/31/2025,260 MAIN WAY,,NEW CHRISTOPHERTOWN,NY,14225,,N,2707650182,860767128
143251940,43632-5L84RY8AL34T,1019953244,PAUL,N,HEATHER,female,1949-08-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1P35YC2RQ93,,01/01/2025,06/30/2025,4815 PELHAM BLVD,,PORT SONYA,NY,14044,,Y,6424049858,667564993
143251940,43632-5L84RY8AL34T,1019953244,PAUL,H,DEBRA,female,1949-12-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1P35YC2RQ93,,01/01/2026,12/31/2099,37 VALLEY BLVD,,MCDONALDMOUTH,NY,14091,,Y,3203470269,667564993
143251940,43632-5L84RY8AL34T,1019953244,PAUL,E,MELISSA,female,1949-03-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1P35YC2RQ93,,07/01/2025,12/31/2025,2329 PELHAM LN,,LAKE AMYFORT,NY,14038,,Y,3203470269,667564993
143251940,43632-5L84RY8AL34T,1019953244,PAUL,A,MELISSA,female,1949-01-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1P35YC2RQ93,,12/01/2024,12/31/2024,9304 LAKE DR,,EAST TRACY,NY,14038,,Y,6424049858,667564993
510977405,99202-5F63B56RV14T,1019950477,HOUSER,D,MICHELE,female,1944-02-21,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6J41C90WM31,2025-10-14 00:00:00.000,01/01/2023,12/31/2023,6793 BROOK ST,,OSBORNEBOROUGH,NY,14165,,N,8706637948,876356107
510977405,99202-5F63B56RV14T,1019950477,HOUSER,P,NORMAN,female,1944-09-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6J41C90WM31,2025-10-14 00:00:00.000,01/01/2024,08/31/2024,7304 FLATBUSH AVE,,LAKE MICHAELHAVEN,NY,14121,,N,8706637948,876356107
755922741,93350-6PS4C81NU33T,1019950725,LASPINA,H,LEVI,female,1994-09-20,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8TN9R98UP49,,01/01/2023,10/31/2023,700 FOREST ST,,SOUTH MARK,NY,14228,,N,5505308181,406304617
755922741,93350-6PS4C81NU33T,1019950725,LASPINA,F,JENNIFER,female,1994-04-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8TN9R98UP49,,01/01/2024,08/31/2024,1634 MADISON AVE,,DAWNMOUTH,NY,14209,,N,7678337477,406304617
755922741,93350-6PS4C81NU33T,1019950725,LASPINA,T,KATHERINE,female,1994-07-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8TN9R98UP49,,01/01/2025,12/31/2025,3811 BROADWAY ST,,MEYERSIDE,NY,14232,,N,8112175239,406304617
755922741,93350-6PS4C81NU33T,1019950725,LASPINA,R,MONIQUE,female,1994-06-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8TN9R98UP49,,01/01/2026,12/31/2099,3670 CEDAR BLVD,,GRAVESBURGH,NY,14263,,N,8112175239,406304617
